repo,commit,commit_url,author_date,author,subject,hit_aspects,files_changed,insertions,deletions,branch
FuelLabs/sway,61279a7674811c667845799a420ef8b26ad8fbd4,https://github.com/FuelLabs/sway/commit/61279a7674811c667845799a420ef8b26ad8fbd4,2024-01-29,jjcnn, Introduce TerminatorValue to force handling of divergence  (#5496),,5,608,459,origin/xunilrj/trivial-encode-1
FuelLabs/sway,b59aae9b3e254b2633ed6abea2d3a71ad68febac,https://github.com/FuelLabs/sway/commit/b59aae9b3e254b2633ed6abea2d3a71ad68febac,2023-10-20,Marcos Henrich,Fixes unexpected error while using generic Into trait. (#5211),,14,347,283,origin/xunilrj/trivial-encode-1
FuelLabs/sway,ca4ed7c8b2609a314a24d15c282bdc6f9740492a,https://github.com/FuelLabs/sway/commit/ca4ed7c8b2609a314a24d15c282bdc6f9740492a,2023-08-23,Sophie Dankel,"Add beta-4 target to forc, refactor with tests, and UX improvements (#4991)",,21,377,178,origin/xunilrj/trivial-encode-1
FuelLabs/sway,d211a4a8f651db07d7a005cb2ffa269af7fb7225,https://github.com/FuelLabs/sway/commit/d211a4a8f651db07d7a005cb2ffa269af7fb7225,2023-04-25,bing,ci: extract out verify_tags step from publish job into its own job (#4496),,1,48,19,origin/xunilrj/trivial-encode-1
FuelLabs/sway,844430647daa74ebf8e99c4a8fa4081929c4406e,https://github.com/FuelLabs/sway/commit/844430647daa74ebf8e99c4a8fa4081929c4406e,2023-03-20,Emily Herbert,Return `DeclRef` from `TypeBinding::type_check`. (#4308),,15,396,599,origin/xunilrj/trivial-encode-1
FuelLabs/sway,205c6c5f799fcf87602a693ff39eeba4fcfaca3c,https://github.com/FuelLabs/sway/commit/205c6c5f799fcf87602a693ff39eeba4fcfaca3c,2023-03-13,Emily Herbert,Introduce `TypeSubstList` and add it to `TyDeclaration` and `DeclRef`. (#4256),,15,215,25,origin/xunilrj/trivial-encode-1
FuelLabs/sway,080543ef16ff903d5199535086a36fb3c98e2735,https://github.com/FuelLabs/sway/commit/080543ef16ff903d5199535086a36fb3c98e2735,2023-02-16,bing,bug(fmt): do not iteratively call forc-fmt over members on the root dir (#4038),,2,186,69,origin/xunilrj/trivial-encode-1
FuelLabs/sway,98bbeebface93596c84d02e4b02e255cd33b8aea,https://github.com/FuelLabs/sway/commit/98bbeebface93596c84d02e4b02e255cd33b8aea,2022-10-31,Vaivaswatha N,"Do not reuse registers for insert/extract element, they may be live (#3203)",,7,114,20,origin/xunilrj/trivial-encode-1
FuelLabs/sway,642c4b01dd0a5c540442df4aab033ac439db8ecf,https://github.com/FuelLabs/sway/commit/642c4b01dd0a5c540442df4aab033ac439db8ecf,2022-10-24,bing,refactor(forc): extract tracing utils from `forc-util` into dedicated `forc-tracing` (#3108),,31,209,161,origin/xunilrj/trivial-encode-1
FuelLabs/sway,9673b415344b29ee7cf68e9bdfb57013bab9f2b5,https://github.com/FuelLabs/sway/commit/9673b415344b29ee7cf68e9bdfb57013bab9f2b5,2022-10-05,bing,ci: revert forc-client CI removals (#2920),,2,10,2,origin/xunilrj/trivial-encode-1
FuelLabs/sway,a917c66ff1d402c7350664c648e8704b50085281,https://github.com/FuelLabs/sway/commit/a917c66ff1d402c7350664c648e8704b50085281,2022-10-03,Mazdak Farrokhzad,Misc simplifications (Lexer + LSP) (#2921),,13,38,52,origin/xunilrj/trivial-encode-1
FuelLabs/sway,11fd90a14d48ab363a297cec267b3f91327502f5,https://github.com/FuelLabs/sway/commit/11fd90a14d48ab363a297cec267b3f91327502f5,2022-08-31,Nick Furfaro,Refactor std::tx to use gtf intrinsic (#2482),,43,1139,868,origin/xunilrj/trivial-encode-1
FuelLabs/sway,7e713449dd796fb8d7c8408944e658ca9a90c59a,https://github.com/FuelLabs/sway/commit/7e713449dd796fb8d7c8408944e658ca9a90c59a,2022-07-30,Mohammad Fawaz,Rely on `is_copy_type` to lower `insert_element`/`extract_element` into asm instead of type size (#2418),,5,118,11,origin/xunilrj/trivial-encode-1
FuelLabs/sway,17b9e2473001d9ab91a8f4237673a9ae8baeb492,https://github.com/FuelLabs/sway/commit/17b9e2473001d9ab91a8f4237673a9ae8baeb492,2022-05-23,bing,document native plugins within the Sway book (#1582),,17,336,133,origin/xunilrj/trivial-encode-1
FuelLabs/sway,7585d07c17e2f5c772f41fbaacd220177e632cad,https://github.com/FuelLabs/sway/commit/7585d07c17e2f5c772f41fbaacd220177e632cad,2022-05-10,bing,Extract forc documentation examples from constants.rs into examples.rs (#1504),,3,85,84,origin/xunilrj/trivial-encode-1
FuelLabs/sway,13d0081eecb2a918a1f56339762adb929e809308,https://github.com/FuelLabs/sway/commit/13d0081eecb2a918a1f56339762adb929e809308,2022-05-02,Joshua Batty,Collect tokens from missing SwayParseTree variants (#1430),,17,460,101,origin/xunilrj/trivial-encode-1
FuelLabs/sway,a39ec9507ed1eecf0fb4b05ae44d01d87953adb4,https://github.com/FuelLabs/sway/commit/a39ec9507ed1eecf0fb4b05ae44d01d87953adb4,2022-04-12,bing,Script to generate docs for forc commands + examples (#1047),,25,1571,1,origin/xunilrj/trivial-encode-1
FuelLabs/sway,4b83356eb8e875bf6efb6bfbdc91fb6a150a95ec,https://github.com/FuelLabs/sway/commit/4b83356eb8e875bf6efb6bfbdc91fb6a150a95ec,2022-04-08,mitchmindtree,Move `forc`'s block explorer support into a dedicated `forc-explore` plugin crate (#1180),,11,225,229,origin/xunilrj/trivial-encode-1
FuelLabs/sway,4bbccc4f187c97937a35c0e37da68b66e975bbc5,https://github.com/FuelLabs/sway/commit/4bbccc4f187c97937a35c0e37da68b66e975bbc5,2022-03-31,Toby Hutton,Improve strings for IR. (#1113),,19,303,106,origin/xunilrj/trivial-encode-1
FuelLabs/sway,e10acd64b6eb9da498ffbaf24a0dcca3edd53e05,https://github.com/FuelLabs/sway/commit/e10acd64b6eb9da498ffbaf24a0dcca3edd53e05,2022-02-15,mitchmindtree,Move book examples into standalone projects. Include them in book via mdbook preprocessor. (#766),,21,359,143,origin/xunilrj/trivial-encode-1
FuelLabs/sway,02af19aa0d9282ce93f17e1928fac98b7377ef2f,https://github.com/FuelLabs/sway/commit/02af19aa0d9282ce93f17e1928fac98b7377ef2f,2021-12-04,Andrew Cann,Make crate_namespace a reference (#434),,16,434,377,origin/xunilrj/trivial-encode-1
FuelLabs/sway,ce7692d119fa9010dd0937b5f10cf5728fe72393,https://github.com/FuelLabs/sway/commit/ce7692d119fa9010dd0937b5f10cf5728fe72393,2021-10-16,Elvis,sway server improvements (#302),,18,301,169,origin/xunilrj/trivial-encode-1
FuelLabs/sway,20401be25194ae7169131f9a7e7536fc7f9536cf,https://github.com/FuelLabs/sway/commit/20401be25194ae7169131f9a7e7536fc7f9536cf,2021-09-21,Elvis,Extend sway server to support multiple files (#245),,14,190,133,origin/xunilrj/trivial-encode-1
FuelLabs/sway,cb222fbf83e2e9520ae4ccad837a25133792aa2d,https://github.com/FuelLabs/sway/commit/cb222fbf83e2e9520ae4ccad837a25133792aa2d,2021-07-15,Elvis,Formatter fixes (#117),,8,163,26,origin/xunilrj/trivial-encode-1
zed-industries/zed,fb46bae3ed91ae852b37542355fc919bd65b12cb,https://github.com/zed-industries/zed/commit/fb46bae3ed91ae852b37542355fc919bd65b12cb,2025-11-06,Lukas Wirth,remote: Add missing quotation in `extract_server_binary` (#42085),,1,40,16,origin/kb/rainbow-brackets
zed-industries/zed,e468edd3893c11597bda6d7ebba8f1204e8c074f,https://github.com/zed-industries/zed/commit/e468edd3893c11597bda6d7ebba8f1204e8c074f,2025-10-21,Max Brunsfeld,Fix extraction of font runs from text runs (#40840),,2,10,6,origin/kb/rainbow-brackets
zed-industries/zed,3d5ddcccf08ea4d421b11474cf1190fc6bb1b4a1,https://github.com/zed-industries/zed/commit/3d5ddcccf08ea4d421b11474cf1190fc6bb1b4a1,2025-10-10,Bennet Bo Fenner,ollama: Resolve context window size via API (#39941),,2,74,7,origin/kb/rainbow-brackets
zed-industries/zed,9e7302520ec93a96a9b275a817f083b96620148e,https://github.com/zed-industries/zed/commit/9e7302520ec93a96a9b275a817f083b96620148e,2025-09-23,邻二氮杂菲,Fix UTF-8 character boundary panic in DirectWrite text layout (#37767),,1,27,1,origin/kb/rainbow-brackets
zed-industries/zed,98edf1bf0b6e1b6ec62986d370763920dde8b890,https://github.com/zed-industries/zed/commit/98edf1bf0b6e1b6ec62986d370763920dde8b890,2025-09-14,Michael Sloan,Reload API keys when URLs configured for LLM providers change (#38163),,16,1030,1109,origin/kb/rainbow-brackets
zed-industries/zed,9e111054837ef27e3a95709867215e54d3e52ac6,https://github.com/zed-industries/zed/commit/9e111054837ef27e3a95709867215e54d3e52ac6,2025-09-04,Marshall Bowers,toml: Extract to zed-extensions/toml repository (#37558),,16,1,273,origin/kb/rainbow-brackets
zed-industries/zed,1ae326432e7bda2e89fd63e59a56c082277106b4,https://github.com/zed-industries/zed/commit/1ae326432e7bda2e89fd63e59a56c082277106b4,2025-09-04,Nathan Sobo,Extract a scheduler crate from GPUI to enable unified integration testing of client and server code (#37326),,64,1569,473,origin/kb/rainbow-brackets
zed-industries/zed,2f279c5de437f9119e692fdce5132f601fc604f2,https://github.com/zed-industries/zed/commit/2f279c5de437f9119e692fdce5132f601fc604f2,2025-09-02,Max Brunsfeld,Fix small errors preventing WSL support from working  (#37350),,2,5,5,origin/kb/rainbow-brackets
zed-industries/zed,60d17cccd35b919d6226ae86559c4505d7c1e833,https://github.com/zed-industries/zed/commit/60d17cccd35b919d6226ae86559c4505d7c1e833,2025-09-01,Ben Kunkle,settings_ui: Move settings UI trait to file content (#37337),,30,136,94,origin/kb/rainbow-brackets
zed-industries/zed,6c255c19736389916e8862f339464ae319dc9019,https://github.com/zed-industries/zed/commit/6c255c19736389916e8862f339464ae319dc9019,2025-08-19,Antonio Scandurra,Lay the groundwork to support history in agent2 (#36483),,19,930,329,origin/kb/rainbow-brackets
zed-industries/zed,15a1eb2a2e3e249eae5ee402fc8a7a3d19260bf6,https://github.com/zed-industries/zed/commit/15a1eb2a2e3e249eae5ee402fc8a7a3d19260bf6,2025-08-16,Marshall Bowers,emmet: Extract to zed-extensions/emmet repository (#36323),,9,2,159,origin/kb/rainbow-brackets
zed-industries/zed,9cd5c3656e831a30fe8ef606aff04adf4bba4a60,https://github.com/zed-industries/zed/commit/9cd5c3656e831a30fe8ef606aff04adf4bba4a60,2025-08-10,Lukas Wirth,util: Fix crate name extraction for `log_error_with_caller` (#35944),,1,6,3,origin/kb/rainbow-brackets
zed-industries/zed,00701b5e99b795a461b884c49a7a9d88bb51b6d3,https://github.com/zed-industries/zed/commit/00701b5e99b795a461b884c49a7a9d88bb51b6d3,2025-08-08,Neo Nie,git_hosting_providers: Extract Bitbucket pull request number (#34584),,1,57,1,origin/kb/rainbow-brackets
zed-industries/zed,4d79edc7533d6d0a8e29004c789bc6041a97993d,https://github.com/zed-industries/zed/commit/4d79edc7533d6d0a8e29004c789bc6041a97993d,2025-08-02,Smit Barmase,project: Fix extra } at the end of import on completion accept (#35494),,2,2,31,origin/kb/rainbow-brackets
zed-industries/zed,2fced602b805c1645daf2486fc53035632f75d65,https://github.com/zed-industries/zed/commit/2fced602b805c1645daf2486fc53035632f75d65,2025-07-29,devjasperwang,paths: Fix using relative path as custom_data_dir (#35256),,1,9,1,origin/kb/rainbow-brackets
zed-industries/zed,dab0b3509d2394cd073cbd8b4260454c1f1d5278,https://github.com/zed-industries/zed/commit/dab0b3509d2394cd073cbd8b4260454c1f1d5278,2025-07-17,Agus Zubiaga,Unify agent server settings and extract e2e tests out (#34642),,7,551,504,origin/kb/rainbow-brackets
zed-industries/zed,58807f0dd2e54a623c82a078023b04bd54ad265b,https://github.com/zed-industries/zed/commit/58807f0dd2e54a623c82a078023b04bd54ad265b,2025-07-16,Ben Kunkle,keymap_ui: Create language for Zed keybind context (#34558),,6,65,13,origin/kb/rainbow-brackets
zed-industries/zed,6cd4dbdea11bd124241fd6de106535ac8e73df55,https://github.com/zed-industries/zed/commit/6cd4dbdea11bd124241fd6de106535ac8e73df55,2025-07-02,Ben Kunkle,gpui: Store action documentation  (#33809),,96,1467,78,origin/kb/rainbow-brackets
zed-industries/zed,2283ec5de26feedecf5f1f75d76c367636623263,https://github.com/zed-industries/zed/commit/2283ec5de26feedecf5f1f75d76c367636623263,2025-06-23,Max Brunsfeld,Extract an agent_ui crate from agent (#33284),,62,865,752,origin/kb/rainbow-brackets
zed-industries/zed,cfbc2d097279d0e70433302af23d8d056b91b5f7,https://github.com/zed-industries/zed/commit/cfbc2d097279d0e70433302af23d8d056b91b5f7,2025-06-16,Richard Feldman,Don't spawn Anthropic telemetry event when API key is missing (#32813),,3,25,28,origin/kb/rainbow-brackets
zed-industries/zed,cf129aa19d0cdb769cb53f65209a1ba93d3c765d,https://github.com/zed-industries/zed/commit/cf129aa19d0cdb769cb53f65209a1ba93d3c765d,2025-06-13,Peter Tripp,Silence failed auto update checks (#32696),,1,20,5,origin/kb/rainbow-brackets
zed-industries/zed,3476705bbb6270183203f562fe8fa3ac265c82ee,https://github.com/zed-industries/zed/commit/3476705bbb6270183203f562fe8fa3ac265c82ee,2025-05-27,Finn Evers,docs_preprocessor: Ensure keybind is found for actions with arguments (#27224),,1,31,1,origin/kb/rainbow-brackets
zed-industries/zed,7341ab398013994e2ebeb9cfbee52b199fcbc16e,https://github.com/zed-industries/zed/commit/7341ab398013994e2ebeb9cfbee52b199fcbc16e,2025-05-23,Kirill Bulatov,Keep file permissions when extracting zip archives on Unix (#31304),,10,151,92,origin/kb/rainbow-brackets
zed-industries/zed,ab017129d8646b09c29f1fa9ef3d07b318f68005,https://github.com/zed-industries/zed/commit/ab017129d8646b09c29f1fa9ef3d07b318f68005,2025-05-22,Oleksiy Syvokon,agent: Improve Gemini support in the edit_file tool (#31116),,15,308,399,origin/kb/rainbow-brackets
zed-industries/zed,5e5a124ae14b5271f10c8656eabc4f3fbc7f24bd,https://github.com/zed-industries/zed/commit/5e5a124ae14b5271f10c8656eabc4f3fbc7f24bd,2025-05-20,Oleksiy Syvokon,evals: Eval for creating an empty file (#31034),,3,206,68,origin/kb/rainbow-brackets
zed-industries/zed,c76295251b5eb46d3b7dc349cdb1a1ceba04efdb,https://github.com/zed-industries/zed/commit/c76295251b5eb46d3b7dc349cdb1a1ceba04efdb,2025-05-19,Marshall Bowers,collab: Factor out subscription kind determination (#30955),,2,33,24,origin/kb/rainbow-brackets
zed-industries/zed,06af0310f7b210f9dadf7fd36b328c71ace8af05,https://github.com/zed-industries/zed/commit/06af0310f7b210f9dadf7fd36b328c71ace8af05,2025-05-11,Bennet Bo Fenner,markdown: Fix out of range panic in parser (#30510),,1,7,,origin/kb/rainbow-brackets
zed-industries/zed,6c5b9b43c18f218401d82e6495ae3e11a6a43996,https://github.com/zed-industries/zed/commit/6c5b9b43c18f218401d82e6495ae3e11a6a43996,2025-05-09,Marshall Bowers,zeta: Factor out `render_data_collection_explanation` (#30438),,1,74,66,origin/kb/rainbow-brackets
zed-industries/zed,b4109a2376a9393693a7b95886091d48820e1628,https://github.com/zed-industries/zed/commit/b4109a2376a9393693a7b95886091d48820e1628,2025-05-08,Ben Brandt,Prevent keybindings from triggering requests that should be disabled (#30221),,1,22,22,origin/kb/rainbow-brackets
zed-industries/zed,f891dfb358ad5e772b344337da8d5da32d84866a,https://github.com/zed-industries/zed/commit/f891dfb358ad5e772b344337da8d5da32d84866a,2025-05-01,Antonio Scandurra,Introduce a new `StreamingEditFileTool` (#29733),,32,49077,20,origin/kb/rainbow-brackets
zed-industries/zed,9767033985d7eefa431b1caaad4168a783e88b06,https://github.com/zed-industries/zed/commit/9767033985d7eefa431b1caaad4168a783e88b06,2025-04-30,Anthony Eid,debugger: Extract running state from DebugSession mode and remove mode field (#29646),,9,158,288,origin/kb/rainbow-brackets
zed-industries/zed,d93141bdedd4967637dd49bad224a0c8162560f1,https://github.com/zed-industries/zed/commit/d93141bdedd4967637dd49bad224a0c8162560f1,2025-04-17,Marshall Bowers,agent: Extract usage information from response headers (#29002),,7,141,22,origin/kb/rainbow-brackets
zed-industries/zed,be63d51eb7b187579aba34ec4ccb07a8660eb3e7,https://github.com/zed-industries/zed/commit/be63d51eb7b187579aba34ec4ccb07a8660eb3e7,2025-04-17,Marshall Bowers,zeta: Extract usage information from response headers (#28999),,3,48,9,origin/kb/rainbow-brackets
zed-industries/zed,56856fb992471ffd5faa074dc962423e43170ee2,https://github.com/zed-industries/zed/commit/56856fb992471ffd5faa074dc962423e43170ee2,2025-04-16,Kirill Bulatov,Add a way to navigate between changes (#28891),,7,178,67,origin/kb/rainbow-brackets
zed-industries/zed,a8b1ef3531f8fccb32d1a8f58f8529ed595ccbee,https://github.com/zed-industries/zed/commit/a8b1ef3531f8fccb32d1a8f58f8529ed595ccbee,2025-04-14,Marshall Bowers,google_ai: Remove unused `extract_text_from_events` function (#28723),,1,1,22,origin/kb/rainbow-brackets
zed-industries/zed,dad33f7cc2f51d8c7f53fd12ef2a496cfd837ee2,https://github.com/zed-industries/zed/commit/dad33f7cc2f51d8c7f53fd12ef2a496cfd837ee2,2025-04-10,Austin Merrick,Fix code action selection bug while using vim visual mode (#27817),,1,6,3,origin/kb/rainbow-brackets
zed-industries/zed,301fc7cd7b3259963efbc60f4dba788b45a6988b,https://github.com/zed-industries/zed/commit/301fc7cd7b3259963efbc60f4dba788b45a6988b,2025-04-08,Michael Sloan,Pull out plain rules file loading code into a new `agent_rules` crate (#28383),,10,125,64,origin/kb/rainbow-brackets
zed-industries/zed,e5b347b03aa2132f30a7f7d13f8d1b2cece1cb04,https://github.com/zed-industries/zed/commit/e5b347b03aa2132f30a7f7d13f8d1b2cece1cb04,2025-04-03,Marshall Bowers,Remove unused `extract_tool_args_from_events` functions (#28038),,3,3,165,origin/kb/rainbow-brackets
zed-industries/zed,8a212be0b1a9b1a95f128099e776f9a3331af12b,https://github.com/zed-industries/zed/commit/8a212be0b1a9b1a95f128099e776f9a3331af12b,2025-03-31,Marshall Bowers,assistant2: Extract method for adding a new profile to the settings (#27810),,2,46,43,origin/kb/rainbow-brackets
zed-industries/zed,39af3b434aa4c86f6fd3edb31e28c5cf68187fbd,https://github.com/zed-industries/zed/commit/39af3b434aa4c86f6fd3edb31e28c5cf68187fbd,2025-03-26,Danilo Leal,assistant2: Improve tool card header scrolling affordance (#27492),,1,31,15,origin/kb/rainbow-brackets
zed-industries/zed,8f560daec2bb848098e75c7949b71204a6de0f85,https://github.com/zed-industries/zed/commit/8f560daec2bb848098e75c7949b71204a6de0f85,2025-03-17,Piotr Osiewicz,chore: Extract http-client-tls crate (#26895),,11,59,26,origin/kb/rainbow-brackets
zed-industries/zed,3ec323ce0d3fcf2a5638cbd593204fe3fca5d5ba,https://github.com/zed-industries/zed/commit/3ec323ce0d3fcf2a5638cbd593204fe3fca5d5ba,2025-03-12,Marshall Bowers,uiua: Extract to zed-extensions/uiua repository (#26587),,10,1,132,origin/kb/rainbow-brackets
zed-industries/zed,5858e613278dd1890d5ca57d5e9da239d0495e40,https://github.com/zed-industries/zed/commit/5858e613278dd1890d5ca57d5e9da239d0495e40,2025-03-12,Marshall Bowers,purescript: Extract to zed-extensions/purescript repository (#26571),,11,1,302,origin/kb/rainbow-brackets
zed-industries/zed,a3ca5554fd37d680a2aaa73702e231a7f86712ea,https://github.com/zed-industries/zed/commit/a3ca5554fd37d680a2aaa73702e231a7f86712ea,2025-03-12,Marshall Bowers,zig: Extract to zed-extensions/zig repository (#26569),,14,1,626,origin/kb/rainbow-brackets
zed-industries/zed,690f26cf8b0265fe7fe54566b20f1afe3946187b,https://github.com/zed-industries/zed/commit/690f26cf8b0265fe7fe54566b20f1afe3946187b,2025-03-12,Kirill Bulatov,Disable clangd's inactiveRegions support (#26539),,2,9,4,origin/kb/rainbow-brackets
zed-industries/zed,55a90f576a26069dd602282b4da4590131f054d1,https://github.com/zed-industries/zed/commit/55a90f576a26069dd602282b4da4590131f054d1,2025-03-11,Marshall Bowers,ui: Split up `ContextMenu::render` into smaller methods (#26489),,1,218,237,origin/kb/rainbow-brackets
zed-industries/zed,efdb769f9b06907d334157892bea703222d1fd1b,https://github.com/zed-industries/zed/commit/efdb769f9b06907d334157892bea703222d1fd1b,2025-03-11,Marshall Bowers,terraform: Extract to zed-extensions/terraform repository (#26475),,24,1,861,origin/kb/rainbow-brackets
zed-industries/zed,bbe7c9a738d4103d7180fabdc623d7522d39e25b,https://github.com/zed-industries/zed/commit/bbe7c9a738d4103d7180fabdc623d7522d39e25b,2025-03-07,Marshall Bowers,assistant2: Factor out `Thread::all_tools_finished` method (#26314),,2,10,7,origin/kb/rainbow-brackets
zed-industries/zed,4f6682c7fe5bca02406ab6a5f8a4be6eefc85eed,https://github.com/zed-industries/zed/commit/4f6682c7fe5bca02406ab6a5f8a4be6eefc85eed,2025-03-07,Marshall Bowers,haskell: Extract to zed-extensions/haskell repository (#26306),,13,1,325,origin/kb/rainbow-brackets
zed-industries/zed,efde5aa2bb3bd1a34ef4d8d6c3554b7e5e554419,https://github.com/zed-industries/zed/commit/efde5aa2bb3bd1a34ef4d8d6c3554b7e5e554419,2025-03-07,Antonio Scandurra,Extract a `Session` struct to hold state about a given thread's scripting session (#26282),,4,769,829,origin/kb/rainbow-brackets
zed-industries/zed,349a48d9370d1616a3eb082ae5cabfcc43db822d,https://github.com/zed-industries/zed/commit/349a48d9370d1616a3eb082ae5cabfcc43db822d,2025-03-06,Marshall Bowers,lua: Extract to zed-extensions/lua repository (#26250),,14,1,405,origin/kb/rainbow-brackets
zed-industries/zed,330e799293973feecb54b1dfc5bcb58afd24c402,https://github.com/zed-industries/zed/commit/330e799293973feecb54b1dfc5bcb58afd24c402,2025-03-06,Marshall Bowers,erlang: Extract to zed-extensions/erlang repository (#26248),,16,1,527,origin/kb/rainbow-brackets
zed-industries/zed,84f4d2630fd258d2e7c31802c4c8ce528b63e3c8,https://github.com/zed-industries/zed/commit/84f4d2630fd258d2e7c31802c4c8ce528b63e3c8,2025-03-06,Piotr Osiewicz,node_runtime: Use user/global configuration when using system node installation (#26209),,1,,14,origin/kb/rainbow-brackets
zed-industries/zed,4db9ab15a76a26561090b61ccb509137bc544c54,https://github.com/zed-industries/zed/commit/4db9ab15a76a26561090b61ccb509137bc544c54,2025-03-05,Marshall Bowers,elixir: Extract to zed-extensions/elixir repository (#26167),,26,1,1231,origin/kb/rainbow-brackets
zed-industries/zed,431727fdd777194140518b206196d8234b571b11,https://github.com/zed-industries/zed/commit/431727fdd777194140518b206196d8234b571b11,2025-03-05,Marshall Bowers,csharp: Extract to zed-extensions/csharp repository (#26166),,13,1,501,origin/kb/rainbow-brackets
zed-industries/zed,82d85fd2ed0454478905aac35613e2645dd6d1ba,https://github.com/zed-industries/zed/commit/82d85fd2ed0454478905aac35613e2645dd6d1ba,2025-03-05,Marshall Bowers,deno: Extract to zed-extensions/deno repository (#26129),,7,1,208,origin/kb/rainbow-brackets
zed-industries/zed,7fb16977ce368d88c98debedea0a5f6a8a92d00d,https://github.com/zed-industries/zed/commit/7fb16977ce368d88c98debedea0a5f6a8a92d00d,2025-03-01,Piotr Osiewicz,chore: Extract PromptStore out of prompt_library (#25837),,32,99,53,origin/kb/rainbow-brackets
zed-industries/zed,fc52b43159435f02b6f3108fa54e0cd0e483bd61,https://github.com/zed-industries/zed/commit/fc52b43159435f02b6f3108fa54e0cd0e483bd61,2025-02-28,Marshall Bowers,assistant2: Factor out tool use into its own module (#25819),,4,258,197,origin/kb/rainbow-brackets
zed-industries/zed,2f741c86864f1d9670e3cb01a05c1cbfe5395581,https://github.com/zed-industries/zed/commit/2f741c86864f1d9670e3cb01a05c1cbfe5395581,2025-02-13,Conrad Irwin,vim: Fix :wq in multibuffer (#24603),,11,318,290,origin/kb/rainbow-brackets
zed-industries/zed,cf9661a56ba7494649906c588abf6386b7c3df21,https://github.com/zed-industries/zed/commit/cf9661a56ba7494649906c588abf6386b7c3df21,2025-02-10,Peter Tripp,Improve extension extraction documentation (#24590),,1,9,1,origin/kb/rainbow-brackets
zed-industries/zed,89e051d6509fde19d76a7b6ad5056094c59eaee2,https://github.com/zed-industries/zed/commit/89e051d6509fde19d76a7b6ad5056094c59eaee2,2025-02-10,Peter Tripp,Update extension extraction documentation (2025-02-10) (#24585),,1,40,21,origin/kb/rainbow-brackets
zed-industries/zed,62bb3398edeae513eeb4f97dc724ee1021942f2e,https://github.com/zed-industries/zed/commit/62bb3398edeae513eeb4f97dc724ee1021942f2e,2025-02-10,Peter Tripp,Migate PHP Extension to zed-extensions/php (#24583),,22,,905,origin/kb/rainbow-brackets
zed-industries/zed,5315d38cf4038d6e7f4e9fa8b0646302377b6256,https://github.com/zed-industries/zed/commit/5315d38cf4038d6e7f4e9fa8b0646302377b6256,2025-02-06,Peter Tripp,Update extension extraction docs (#24079),,2,84,12,origin/kb/rainbow-brackets
zed-industries/zed,17872260e637ecb67ce868f27ec4a3b135260940,https://github.com/zed-industries/zed/commit/17872260e637ecb67ce868f27ec4a3b135260940,2025-01-31,Michael Sloan,Add `language::BufferSnapshot::highlighted_text_for_range` (#24060),,1,125,86,origin/kb/rainbow-brackets
zed-industries/zed,93c7b54caa0e32c0f1323583e64d9416afbceb8f,https://github.com/zed-industries/zed/commit/93c7b54caa0e32c0f1323583e64d9416afbceb8f,2025-01-31,Michael Sloan,Renames: `HighlightedText`->`HighlightedMatch` + `HighlightedEdits`->`HighlightedText` (#24057),,7,21,21,origin/kb/rainbow-brackets
zed-industries/zed,d1b8fedc9c230bc25f89c7574dd5515435c8f784,https://github.com/zed-industries/zed/commit/d1b8fedc9c230bc25f89c7574dd5515435c8f784,2025-01-30,Marshall Bowers,prisma: Extract to zed-extensions/prisma repository (#23961),,10,1,202,origin/kb/rainbow-brackets
zed-industries/zed,f7703973d275d99ba52af1ebe88db0cbd30daa15,https://github.com/zed-industries/zed/commit/f7703973d275d99ba52af1ebe88db0cbd30daa15,2025-01-22,Marshall Bowers,assistant: Extract `ConfigurationView` to its own module (#23480),,3,204,200,origin/kb/rainbow-brackets
zed-industries/zed,be407e27f962e50843f5b0ce68431e37acd0990a,https://github.com/zed-industries/zed/commit/be407e27f962e50843f5b0ce68431e37acd0990a,2025-01-21,Marshall Bowers,Extract `ContextHistory` to `assistant_context_editor` (#23437),,7,47,25,origin/kb/rainbow-brackets
zed-industries/zed,417760ade7c9c692c6d1cd6494afce5109b17583,https://github.com/zed-industries/zed/commit/417760ade7c9c692c6d1cd6494afce5109b17583,2025-01-21,Marshall Bowers,Extract `ContextEditor` to `assistant_context_editor` (#23433),,12,267,170,origin/kb/rainbow-brackets
zed-industries/zed,51b6cbf9acb65121bed7e5c12f7a6c00dc13bf81,https://github.com/zed-industries/zed/commit/51b6cbf9acb65121bed7e5c12f7a6c00dc13bf81,2025-01-21,Marshall Bowers,assistant: Extract `ContextEditor` and `ContextHistory` to their own modules (#23422),,6,3986,3955,origin/kb/rainbow-brackets
zed-industries/zed,0199eca289d69065393835c23d88e837594ff432,https://github.com/zed-industries/zed/commit/0199eca289d69065393835c23d88e837594ff432,2025-01-18,Kirill Bulatov,Allow filling co-authors in the git panel's commit input (#23329),,32,215,14,origin/kb/rainbow-brackets
zed-industries/zed,cb35b73020e826932fd175c64e35a52f250b3c87,https://github.com/zed-industries/zed/commit/cb35b73020e826932fd175c64e35a52f250b3c87,2025-01-17,Marshall Bowers,Extract `PromptLibrary` to `prompt_library` (#23285),,7,1224,1148,origin/kb/rainbow-brackets
