repo,commit,commit_url,author_date,author,subject,hit_aspects,files_changed,insertions,deletions,branch
zed-industries/zed,8d7f5eab7907513c429b025768a29727cb5555e3,https://github.com/zed-industries/zed/commit/8d7f5eab7907513c429b025768a29727cb5555e3,2024-04-11,Max Brunsfeld,Extract Ocaml language support into an extension (#10450),,21,289,343,origin/kb/rainbow-brackets
zed-industries/zed,253aa28375f175ece6123a795e789e69cc0604a3,https://github.com/zed-industries/zed/commit/253aa28375f175ece6123a795e789e69cc0604a3,2024-04-11,Max Brunsfeld,Extract Scheme and Racket language support into extensions (#10442),,20,26,27,origin/kb/rainbow-brackets
zed-industries/zed,176f440158324e5b5cad8c8e7701ac7127e2f9fc,https://github.com/zed-industries/zed/commit/176f440158324e5b5cad8c8e7701ac7127e2f9fc,2024-04-11,Max Brunsfeld,Extract lua language support into an extension (#10437),,16,265,225,origin/kb/rainbow-brackets
zed-industries/zed,c38f72d194108b9be69ec45f8eabbd68daa8c78b,https://github.com/zed-industries/zed/commit/c38f72d194108b9be69ec45f8eabbd68daa8c78b,2024-04-11,Max Brunsfeld,Extract GLSL language support into an extension (#10433),,10,24,25,origin/kb/rainbow-brackets
zed-industries/zed,bcd2ca6196ab65d3b5fe5aa6c08701c0b70b3d47,https://github.com/zed-industries/zed/commit/bcd2ca6196ab65d3b5fe5aa6c08701c0b70b3d47,2024-04-11,Max Brunsfeld,Extract Elm language into an extension (#10432),,13,155,18,origin/kb/rainbow-brackets
zed-industries/zed,081e9b9a604305facc24c65c2b85ab0e603fada4,https://github.com/zed-industries/zed/commit/081e9b9a604305facc24c65c2b85ab0e603fada4,2024-04-10,Marshall Bowers,Fix panic when loading malformed Wasm files (#10370),,1,14,6,origin/kb/rainbow-brackets
zed-industries/zed,0331fdebd36bd23ba0e3c6007de0b917e39f941f,https://github.com/zed-industries/zed/commit/0331fdebd36bd23ba0e3c6007de0b917e39f941f,2024-04-09,Kirill Bulatov,Parse human readable module name for Rust tasks (#10337),,1,50,20,origin/kb/rainbow-brackets
zed-industries/zed,49c53bc0ec85c38f579efbbcda9a1a84fb54e51f,https://github.com/zed-industries/zed/commit/49c53bc0ec85c38f579efbbcda9a1a84fb54e51f,2024-04-03,Marshall Bowers,Extract HTML support into an extension (#10130),,17,133,145,origin/kb/rainbow-brackets
zed-industries/zed,6121bfc5a4a03d934d90729434e532d258377792,https://github.com/zed-industries/zed/commit/6121bfc5a4a03d934d90729434e532d258377792,2024-04-02,Marshall Bowers,Extract Clojure support into an extension (#10088),,16,158,157,origin/kb/rainbow-brackets
zed-industries/zed,b0fb02e4be9941ec89c4ef2cdb35c9354a3dd61a,https://github.com/zed-industries/zed/commit/b0fb02e4be9941ec89c4ef2cdb35c9354a3dd61a,2024-03-29,Marshall Bowers,Extract Erlang support into an extension  (#9974),,16,69,81,origin/kb/rainbow-brackets
zed-industries/zed,df3050dac1318dabee2f85fce227c8c7902d659e,https://github.com/zed-industries/zed/commit/df3050dac1318dabee2f85fce227c8c7902d659e,2024-03-29,Marshall Bowers,Extract C# support into an extension  (#9971),,14,157,163,origin/kb/rainbow-brackets
zed-industries/zed,e252f90e30f27e5a655cd0c1b74103ab8b76eea3,https://github.com/zed-industries/zed/commit/e252f90e30f27e5a655cd0c1b74103ab8b76eea3,2024-03-29,Marshall Bowers,Extract PHP support into an extension (#9966),,17,143,157,origin/kb/rainbow-brackets
zed-industries/zed,16e6f5643cec67982a88bebee6d8d49537af7306,https://github.com/zed-industries/zed/commit/16e6f5643cec67982a88bebee6d8d49537af7306,2024-03-29,Marshall Bowers,Extract `SemanticVersion` into its own crate (#9956),,28,147,110,origin/kb/rainbow-brackets
zed-industries/zed,d074586fbff00da025f05bcff83073a7716cbac2,https://github.com/zed-industries/zed/commit/d074586fbff00da025f05bcff83073a7716cbac2,2024-03-28,Marshall Bowers,Extract TOML support into an extension (#9940),,18,156,142,origin/kb/rainbow-brackets
zed-industries/zed,50fc54c321247c1be53cd7ab81f03e3f70840848,https://github.com/zed-industries/zed/commit/50fc54c321247c1be53cd7ab81f03e3f70840848,2024-03-28,Marshall Bowers,Extend extension API to support auto-updating extensions (#9929),,2,110,33,origin/kb/rainbow-brackets
zed-industries/zed,ff685b299db35890c466382b36a09d2e311f5965,https://github.com/zed-industries/zed/commit/ff685b299db35890c466382b36a09d2e311f5965,2024-03-27,Marshall Bowers,Extract Zig support into an extension (#9893),,18,170,158,origin/kb/rainbow-brackets
zed-industries/zed,3676ca879bf3234f4acc65be4085755bc31fa914,https://github.com/zed-industries/zed/commit/3676ca879bf3234f4acc65be4085755bc31fa914,2024-03-26,Marshall Bowers,Extract Astro support into an extension (#9835),,14,145,157,origin/kb/rainbow-brackets
zed-industries/zed,7807f23e2a8441bdb3c947c376720cf7fc2f2038,https://github.com/zed-industries/zed/commit/7807f23e2a8441bdb3c947c376720cf7fc2f2038,2024-03-26,Marshall Bowers,Extract Dockerfile extension (#9832),,8,,223,origin/kb/rainbow-brackets
zed-industries/zed,b8ef97015cf3a569d87381bb3dd847c6a490e6cd,https://github.com/zed-industries/zed/commit/b8ef97015cf3a569d87381bb3dd847c6a490e6cd,2024-03-26,Marshall Bowers,Extract PureScript support into an extension (#9824),,15,144,167,origin/kb/rainbow-brackets
zed-industries/zed,dbcff2a420c846e6469dcc1e69ceffa5a565e806,https://github.com/zed-industries/zed/commit/dbcff2a420c846e6469dcc1e69ceffa5a565e806,2024-03-26,Marshall Bowers,Extract Prisma support into an extension (#9820),,12,127,144,origin/kb/rainbow-brackets
zed-industries/zed,1d6792b17d0fca266951475fe76e91b8e71a567a,https://github.com/zed-industries/zed/commit/1d6792b17d0fca266951475fe76e91b8e71a567a,2024-03-26,Marshall Bowers,Extract Haskell support into an extension (#9814),,15,72,67,origin/kb/rainbow-brackets
zed-industries/zed,d699b8e104c992e996061ddea0851fcb4d747206,https://github.com/zed-industries/zed/commit/d699b8e104c992e996061ddea0851fcb4d747206,2024-03-20,Max Brunsfeld,Allow extensions to define more of the methods in the LspAdapter trait (#9554),,26,318,208,origin/kb/rainbow-brackets
zed-industries/zed,a69eddc081a9027e29abe8b18fa3668cbf845202,https://github.com/zed-industries/zed/commit/a69eddc081a9027e29abe8b18fa3668cbf845202,2024-03-18,Thorsten Ball,Limit project search to avoid unresponsive app (#9404),,6,372,356,origin/kb/rainbow-brackets
zed-industries/zed,dfcc143ead1a544a4bae09a158024f83f868450f,https://github.com/zed-industries/zed/commit/dfcc143ead1a544a4bae09a158024f83f868450f,2024-03-11,Max Brunsfeld,"Rename 'project_core' crate to 'worktree', make it just about worktrees (#9189)",,22,215,190,origin/kb/rainbow-brackets
zed-industries/zed,009384f948f35f64e60eaca98fde02ccbb53c31e,https://github.com/zed-industries/zed/commit/009384f948f35f64e60eaca98fde02ccbb53c31e,2024-02-26,Piotr Osiewicz,Extract project_core out of project (#8438),,11,207,98,origin/kb/rainbow-brackets
zed-industries/zed,6ef32374d62e8c71f05101c1a9520c631f0104e2,https://github.com/zed-industries/zed/commit/6ef32374d62e8c71f05101c1a9520c631f0104e2,2024-02-25,Marshall Bowers,Add `command_palette_hooks` crate (#8398),,12,63,35,origin/kb/rainbow-brackets
zed-industries/zed,0f584cb353afe0483d8a044619b7dabcfcd10e40,https://github.com/zed-industries/zed/commit/0f584cb353afe0483d8a044619b7dabcfcd10e40,2024-02-23,Piotr Osiewicz,chore: Extract languages from `zed` crate (#8270),,309,221,154,origin/kb/rainbow-brackets
zed-industries/zed,ac74a72a9ef80a6cc50e7b001e163e76fbd9fa3d,https://github.com/zed-industries/zed/commit/ac74a72a9ef80a6cc50e7b001e163e76fbd9fa3d,2024-02-04,Andrey Kuzmin,Improve elm-language-server configuration (#7342),,2,48,1,origin/kb/rainbow-brackets
zed-industries/zed,8da5e57d6d8f11ee47f1d95503648888fa803f1a,https://github.com/zed-industries/zed/commit/8da5e57d6d8f11ee47f1d95503648888fa803f1a,2024-01-26,Marshall Bowers,Factor out URLs in `feedback` crate (#6776),,1,19,10,origin/kb/rainbow-brackets
zed-industries/zed,9bcf27b05b3e34c715f96a18c09fee87c7319d9b,https://github.com/zed-industries/zed/commit/9bcf27b05b3e34c715f96a18c09fee87c7319d9b,2024-01-21,Mikayla Maki,WIP: Refactor out ElementContext from WindowContext (#4166),,27,1571,1392,origin/kb/rainbow-brackets
zed-industries/zed,df4566fd1e2696cf119999ec030d14705746e837,https://github.com/zed-industries/zed/commit/df4566fd1e2696cf119999ec030d14705746e837,2024-01-21,Mikayla,Refactor out element context from GPUI,,16,1129,1036,origin/kb/rainbow-brackets
zed-industries/zed,903176d8ff24ff679755745269996f5cd47fea50,https://github.com/zed-industries/zed/commit/903176d8ff24ff679755745269996f5cd47fea50,2024-01-18,Mikayla,Pull out fluent builder helpers into re-usable trait,,8,77,82,origin/kb/rainbow-brackets
zed-industries/zed,ae6d09b9b25abbdb0877eda35c8c79803bf47d1c,https://github.com/zed-industries/zed/commit/ae6d09b9b25abbdb0877eda35c8c79803bf47d1c,2024-01-08,Piotr Osiewicz,chore: Extract `assets` module out of zed crate. (#3957),,7,28,4,origin/kb/rainbow-brackets
zed-industries/zed,137e4e9251937ce5268ab0f0b3391f1ef641d6e4,https://github.com/zed-industries/zed/commit/137e4e9251937ce5268ab0f0b3391f1ef641d6e4,2023-12-13,Marshall Bowers,Add `.visible_on_hover` helper method (#3639),,9,37,37,origin/kb/rainbow-brackets
zed-industries/zed,d2feaa41a5c306fc88e4d169356a4cdf2e7b60b9,https://github.com/zed-industries/zed/commit/d2feaa41a5c306fc88e4d169356a4cdf2e7b60b9,2023-12-12,Marshall Bowers,Extract `TabBar` component (#3613),,6,284,124,origin/kb/rainbow-brackets
zed-industries/zed,393be3cedfe6775e5607a6cd879ae1ac421044c5,https://github.com/zed-industries/zed/commit/393be3cedfe6775e5607a6cd879ae1ac421044c5,2023-12-07,Marshall Bowers,Extract `Tab` component (#3539),,6,358,93,origin/kb/rainbow-brackets
zed-industries/zed,d420dd63ed1e8274691eaf8466d39fc9a4a60997,https://github.com/zed-industries/zed/commit/d420dd63ed1e8274691eaf8466d39fc9a4a60997,2025-11-10,Agus Zubiaga,zeta: Improve unified diff prompt (#42354),,4,86,78,origin/main
alacritty/alacritty,673710487afac8596a9f18fea9e04aeada32c2be,https://github.com/alacritty/alacritty/commit/673710487afac8596a9f18fea9e04aeada32c2be,2022-04-06,Kirill Chibisov,Extract `SizeInfo` from alacritty_terminal,,64,392,352,origin/master
alacritty/alacritty,eb1a28ce581fbd42a5e0e1418d7c2c070cfe7545,https://github.com/alacritty/alacritty/commit/eb1a28ce581fbd42a5e0e1418d7c2c070cfe7545,2020-02-17,Christian Duerr,Extract winpty crate,,7,44,665,origin/master
alacritty/alacritty,873771fa59a69b0f949edc73531fc6809f6f82e4,https://github.com/alacritty/alacritty/commit/873771fa59a69b0f949edc73531fc6809f6f82e4,2019-01-04,Christian Duerr,Improve URL detection with special characters,,4,245,181,origin/master
alacritty/alacritty,cb6e0653fabaae82a8c4012491904697de99d467,https://github.com/alacritty/alacritty/commit/cb6e0653fabaae82a8c4012491904697de99d467,2018-10-14,Christian Duerr,Extract manual installation instructions,,2,312,296,origin/master
rust-lang/rustlings,8387de64d39b23b02dabfbde9e0a4e5285f5a7f7,https://github.com/rust-lang/rustlings/commit/8387de64d39b23b02dabfbde9e0a4e5285f5a7f7,2019-04-13,bors,"Auto merge of #143 - cjpearce:fix-exercise-path-matching, r=komaeda",,6,161,128,origin/main
rust-lang/rustlings,d01a71f7de15f34922dc2a14a00436f466b84e87,https://github.com/rust-lang/rustlings/commit/d01a71f7de15f34922dc2a14a00436f466b84e87,2019-04-11,Chris Pearce,Extract exercise struct to encapsulate path logic,,6,151,128,origin/main
rust-lang/rustlings,ffb165ce2602b2e22fb5a31781af7e0e7277c457,https://github.com/rust-lang/rustlings/commit/ffb165ce2602b2e22fb5a31781af7e0e7277c457,2019-04-07,bors,"Auto merge of #140 - cjpearce:fix/test-race-condition, r=komaeda",,4,49,30,origin/main
rust-lang/rustlings,4fa79ee02ff0c07c4670166e17b879d809569539,https://github.com/rust-lang/rustlings/commit/4fa79ee02ff0c07c4670166e17b879d809569539,2019-04-07,Chris Pearce,Extract command builders into util,,3,41,26,origin/main
FuelLabs/fuel-core,1583ae0ccc11d64a01c40cfbeb27fa9fe521fb32,https://github.com/FuelLabs/fuel-core/commit/1583ae0ccc11d64a01c40cfbeb27fa9fe521fb32,2025-10-18,Green Baneling,Release v0.47.0 (#3118),,25,146,135,origin/chore/add-remote-block-cache
FuelLabs/fuel-core,df471f9b58fcb906b78a41e88aa2b86c095a96e0,https://github.com/FuelLabs/fuel-core/commit/df471f9b58fcb906b78a41e88aa2b86c095a96e0,2025-10-10,Aaryamann Challani,chore(benchmarks): add benchmarks for niop opcode in all operation modes (#3050),,54,841,543,origin/chore/add-remote-block-cache
FuelLabs/fuel-core,6a1e1620501f4be63e23199ebca9c3fb521e3050,https://github.com/FuelLabs/fuel-core/commit/6a1e1620501f4be63e23199ebca9c3fb521e3050,2025-05-26,Hannes Karppila,Prepare for 0.44.0 release (#3025),,25,1077,947,origin/chore/add-remote-block-cache
FuelLabs/fuel-core,c34e0c1eea4c5c59ebcf17e860999980e45bf1fe,https://github.com/FuelLabs/fuel-core/commit/c34e0c1eea4c5c59ebcf17e860999980e45bf1fe,2025-05-20,AurelienFT,Add excluded_contract filter to extract of transaction from TxPool (#2956),,8,130,2,origin/chore/add-remote-block-cache
FuelLabs/fuel-core,4b388a11522759392a1bef65d008d3b190c871c4,https://github.com/FuelLabs/fuel-core/commit/4b388a11522759392a1bef65d008d3b190c871c4,2025-03-18,Green Baneling,Release v0.42.0 (#2877),,73,240,223,origin/chore/add-remote-block-cache
FuelLabs/fuel-core,66d7de17c2628593bb8db09efda73747efd29974,https://github.com/FuelLabs/fuel-core/commit/66d7de17c2628593bb8db09efda73747efd29974,2025-03-13,AurelienFT,Add expiration check on pending pool and refactor extracted outputs cache (#2855),,11,262,114,origin/chore/add-remote-block-cache
FuelLabs/fuel-core,f5503405d3e438f4d08b960e9428e62f642d9814,https://github.com/FuelLabs/fuel-core/commit/f5503405d3e438f4d08b960e9428e62f642d9814,2025-03-06,AurelienFT,Tx pool output temporary cache (#2802),,13,258,48,origin/chore/add-remote-block-cache
FuelLabs/fuel-core,524b7f04112075fd471833e5fb007109b5d19c0c,https://github.com/FuelLabs/fuel-core/commit/524b7f04112075fd471833e5fb007109b5d19c0c,2024-11-14,AurelienFT,Fix reverse iterator in RocksDB (#2398),,4,198,30,origin/chore/add-remote-block-cache
FuelLabs/fuel-core,2faae02d57be88d271893c822c781f34e5f445bc,https://github.com/FuelLabs/fuel-core/commit/2faae02d57be88d271893c822c781f34e5f445bc,2024-07-05,Green Baneling,Release v0.31.0 (#2016),,8,63,60,origin/chore/add-remote-block-cache
FuelLabs/fuel-core,310a7c636f2d1c8ace53fe88f0a7313e095a17ad,https://github.com/FuelLabs/fuel-core/commit/310a7c636f2d1c8ace53fe88f0a7313e095a17ad,2024-06-26,Green Baneling,Extract `HistoricalView` trait from the `AtomicView` (#1989),,28,327,330,origin/chore/add-remote-block-cache
FuelLabs/fuel-core,099853c739fdc365de3917fa09ab1885d754398d,https://github.com/FuelLabs/fuel-core/commit/099853c739fdc365de3917fa09ab1885d754398d,2024-03-29,Ahmed Sagdati,refactor: Prepare (re)genesis for off chain tables (#1771),,75,121154,150555,origin/chore/add-remote-block-cache
FuelLabs/fuel-core,a51b136b770e8d0b87016b46581076c13b754dea,https://github.com/FuelLabs/fuel-core/commit/a51b136b770e8d0b87016b46581076c13b754dea,2024-03-05,Green Baneling,Release v0.23.0 (#1726),,4,94,82,origin/chore/add-remote-block-cache
FuelLabs/fuel-core,6fdee0c7740d3509e7aeec1c4f0a6618a5b52e6b,https://github.com/FuelLabs/fuel-core/commit/6fdee0c7740d3509e7aeec1c4f0a6618a5b52e6b,2024-01-19,Green Baneling,Extract off chain logic from the executor (#1579),,56,1449,767,origin/chore/add-remote-block-cache
FuelLabs/fuel-core,2c0b93dc3a0498040ae5729e7ebfc28fd3f8e915,https://github.com/FuelLabs/fuel-core/commit/2c0b93dc3a0498040ae5729e7ebfc28fd3f8e915,2023-12-20,Green Baneling,Move `KeyValueStore` to the `fuel-core-storage` crate (#1566),,19,293,252,origin/chore/add-remote-block-cache
FuelLabs/fuel-core,fb6111f5e3ea88da937c16ceceadf8c58a024d7a,https://github.com/FuelLabs/fuel-core/commit/fb6111f5e3ea88da937c16ceceadf8c58a024d7a,2023-12-12,Green Baneling,Release v0.22.0 (#1541),,5,125,88,origin/chore/add-remote-block-cache
FuelLabs/fuel-core,d88b7f4155ccdf505cbbd1a18a433b86eb1b0f5e,https://github.com/FuelLabs/fuel-core/commit/d88b7f4155ccdf505cbbd1a18a433b86eb1b0f5e,2023-12-04,Emir,Extract executor into fuel-core-executor crate (#1520),,29,2845,2548,origin/chore/add-remote-block-cache
FuelLabs/fuel-core,f84ce9b8ce3ed4e7b758854bd9ccb87c541bc30e,https://github.com/FuelLabs/fuel-core/commit/f84ce9b8ce3ed4e7b758854bd9ccb87c541bc30e,2023-08-23,Brandon Vrooman,test: Block Import benchmarks and test helpers (#1274),,18,501,231,origin/chore/add-remote-block-cache
FuelLabs/fuel-core,1599f1f34d7c9ae4babc869ce26c9e7aeffec29e,https://github.com/FuelLabs/fuel-core/commit/1599f1f34d7c9ae4babc869ce26c9e7aeffec29e,2023-05-23,Brandon Kite,Improve executor config (#1185),,6,403,221,origin/chore/add-remote-block-cache
FuelLabs/fuel-core,19f12eab187928cf15289193c710f63417343d33,https://github.com/FuelLabs/fuel-core/commit/19f12eab187928cf15289193c710f63417343d33,2023-04-27,Green Baneling,Release 0.18.0 (#1165),,7,581,284,origin/chore/add-remote-block-cache
FuelLabs/fuel-core,41be8854f759b0d69d91901cc75b3dfd7c5d890d,https://github.com/FuelLabs/fuel-core/commit/41be8854f759b0d69d91901cc75b3dfd7c5d890d,2023-03-14,ControlCplusControlV,Prepare GraphQL Crate for extraction (#1012),,36,493,358,origin/chore/add-remote-block-cache
FuelLabs/fuel-core,8e18c679f2ef9447bb2ecece63d3e9d3ace5b02e,https://github.com/FuelLabs/fuel-core/commit/8e18c679f2ef9447bb2ecece63d3e9d3ace5b02e,2023-02-09,Brandon Kite,Bugfix: set prefix extractor for all columns that need it (#1004),,9,73,4,origin/chore/add-remote-block-cache
FuelLabs/fuel-core,88540579e2acfad6ddc3c77c8fe2ee637b8a1242,https://github.com/FuelLabs/fuel-core/commit/88540579e2acfad6ddc3c77c8fe2ee637b8a1242,2023-02-07,ControlCplusControlV,Prepare GraphQL For Future Extraction (#909),,6,104,24,origin/chore/add-remote-block-cache
FuelLabs/fuel-core,5d891acdcb5b299627872a9647d4ff3b91881feb,https://github.com/FuelLabs/fuel-core/commit/5d891acdcb5b299627872a9647d4ff3b91881feb,2023-01-26,Brandon Kite,move db port to ports module (#941),,5,24,17,origin/chore/add-remote-block-cache
FuelLabs/fuel-core,8575ee011c1afa08df742d9c1bcee48e54555732,https://github.com/FuelLabs/fuel-core/commit/8575ee011c1afa08df742d9c1bcee48e54555732,2023-01-13,ControlCplusControlV,Refactoring of the `graphql-api` service to use ports for `Database` (#858),,80,1888,1208,origin/chore/add-remote-block-cache
FuelLabs/fuel-core,a5514420e53fbd09fa0eb4d8de8f65822c18f660,https://github.com/FuelLabs/fuel-core/commit/a5514420e53fbd09fa0eb4d8de8f65822c18f660,2023-01-05,Green Baneling,Refactor of `GraphQL` service and `FuelService` to use `ServiceRunner` (#875),,37,1092,797,origin/chore/add-remote-block-cache
FuelLabs/fuel-core,07a2888f2ae45bebab83c7219b717f3e30a1990e,https://github.com/FuelLabs/fuel-core/commit/07a2888f2ae45bebab83c7219b717f3e30a1990e,2022-12-16,Brandon Kite,Architecture Migration Pt. 1 (#839),,328,5368,5241,origin/chore/add-remote-block-cache
FuelLabs/fuel-core,aacc5fa6ec5197dba8c0acdd9784d5f662523076,https://github.com/FuelLabs/fuel-core/commit/aacc5fa6ec5197dba8c0acdd9784d5f662523076,2022-08-23,Brandon Vrooman,chore: Refactor txpool tests to remove usages of pre-seeded DummyDB  (#562),,4,778,426,origin/chore/add-remote-block-cache
astral-sh/uv,921485510990161fbda3128bd1111fca21a0836c,https://github.com/astral-sh/uv/commit/921485510990161fbda3128bd1111fca21a0836c,2025-10-07,Skyler Hawthorne,fix compile error on missing uv-python metadata (#16154),,2,24,7,origin/renovate/swatinem-rust-cache-2.x
astral-sh/uv,4a1813f228f818479d074fc9b2364b7ec8414963,https://github.com/astral-sh/uv/commit/4a1813f228f818479d074fc9b2364b7ec8414963,2025-09-04,konsti,Extract IO errors from h2 for streaming retries of Connection Reset (#15675),,3,9,2,origin/renovate/swatinem-rust-cache-2.x
astral-sh/uv,1176e5e00ce46e68b0a56a663f7476416ee69cba,https://github.com/astral-sh/uv/commit/1176e5e00ce46e68b0a56a663f7476416ee69cba,2025-08-20,Charlie Marsh,Retain IO error source in extraction (#15388),,1,1,1,origin/renovate/swatinem-rust-cache-2.x
astral-sh/uv,bd4c7ff860a844a907fbe1ce9723c6ae04a4ede9,https://github.com/astral-sh/uv/commit/bd4c7ff860a844a907fbe1ce9723c6ae04a4ede9,2025-07-20,Charlie Marsh,Move dependency group normalization into specification (#14757),,10,65,80,origin/renovate/swatinem-rust-cache-2.x
astral-sh/uv,e8bc3950ef9bb276b3b03d96e8d38cafb4052af2,https://github.com/astral-sh/uv/commit/e8bc3950ef9bb276b3b03d96e8d38cafb4052af2,2025-07-03,Charlie Marsh,Remove transparent variants in `uv-extract` to enable retries (#14450),,1,3,3,origin/renovate/swatinem-rust-cache-2.x
astral-sh/uv,85358fe9c615a9f75b1e7367018c22b28d540ecf,https://github.com/astral-sh/uv/commit/85358fe9c615a9f75b1e7367018c22b28d540ecf,2025-06-30,Jack O'Connor,Keep track of retries in `ManagedPythonDownload::fetch_with_retry`,,1,64,20,origin/renovate/swatinem-rust-cache-2.x
astral-sh/uv,25294a5393f687a212a511aa1b00fd1dd67e4645,https://github.com/astral-sh/uv/commit/25294a5393f687a212a511aa1b00fd1dd67e4645,2025-06-02,renovate[bot],Update Rust crate nix to 0.30.0 (#13773),,2,2,2,origin/renovate/swatinem-rust-cache-2.x
astral-sh/uv,6df588bb0078ee0e760e04ea48eeac3d6075ccf8,https://github.com/astral-sh/uv/commit/6df588bb0078ee0e760e04ea48eeac3d6075ccf8,2025-05-12,John Mumm,Redact credentials when displaying URLs (#13333),,17,153,8,origin/renovate/swatinem-rust-cache-2.x
astral-sh/uv,52c2ee6666d68f517137eebf39f0b6926a5e6b4e,https://github.com/astral-sh/uv/commit/52c2ee6666d68f517137eebf39f0b6926a5e6b4e,2025-05-05,renovate[bot],Update Rust crate hashbrown to v0.15.3 (#13294),,1,7,7,origin/renovate/swatinem-rust-cache-2.x
astral-sh/uv,360a335e7f5952420d45340b7447f58224fc4b1a,https://github.com/astral-sh/uv/commit/360a335e7f5952420d45340b7447f58224fc4b1a,2025-05-02,konsti,Check nested IO errors for retries (#13260),,1,16,7,origin/renovate/swatinem-rust-cache-2.x
astral-sh/uv,b33a19689c2d39f9bf2bccb37de91b33420906b3,https://github.com/astral-sh/uv/commit/b33a19689c2d39f9bf2bccb37de91b33420906b3,2025-04-28,konsti,Optional managed Python archive download cache (#12175),,7,374,99,origin/renovate/swatinem-rust-cache-2.x
astral-sh/uv,d8cea2fd49f1fd402978853af05fdb8de7a4479d,https://github.com/astral-sh/uv/commit/d8cea2fd49f1fd402978853af05fdb8de7a4479d,2025-04-21,Charlie Marsh,Add `uv export` support for PEP 751 (#12955),,10,1413,39,origin/renovate/swatinem-rust-cache-2.x
astral-sh/uv,8665c06225c7eb2ca3a8ec50beece3a26da3ae61,https://github.com/astral-sh/uv/commit/8665c06225c7eb2ca3a8ec50beece3a26da3ae61,2025-04-16,Jo,Write requested python variant to pin file in `uv init` (#12870),,2,28,16,origin/renovate/swatinem-rust-cache-2.x
astral-sh/uv,9eaa9f789b0519f3446aed16a6bad2bce31921a8,https://github.com/astral-sh/uv/commit/9eaa9f789b0519f3446aed16a6bad2bce31921a8,2025-04-02,Aria Desires,enforce crc32 checks when using async-zip (#12623),,4,69,5,origin/renovate/swatinem-rust-cache-2.x
astral-sh/uv,2e7ae19b555384b9f5f5ed237fef12de2fa24ee4,https://github.com/astral-sh/uv/commit/2e7ae19b555384b9f5f5ed237fef12de2fa24ee4,2025-02-28,John Mumm,Factor out network settings (#11839),,26,670,812,origin/renovate/swatinem-rust-cache-2.x
astral-sh/uv,b83e25a91158642338bc36f9ead2a5de304e9668,https://github.com/astral-sh/uv/commit/b83e25a91158642338bc36f9ead2a5de304e9668,2025-02-05,Avasam,"Update bad shell assumptions from ""Shell autocompletion"" page (#11202)",,1,44,6,origin/renovate/swatinem-rust-cache-2.x
astral-sh/uv,85461c2c906d37990ad906ca71a07cb0d1d26fe9,https://github.com/astral-sh/uv/commit/85461c2c906d37990ad906ca71a07cb0d1d26fe9,2025-02-03,Charlie Marsh,Avoid setting permissions during tar extraction (#11191),,3,8,20,origin/renovate/swatinem-rust-cache-2.x
astral-sh/uv,61bc818b4d21b73d8b9c5f6b8bf75929a4787b06,https://github.com/astral-sh/uv/commit/61bc818b4d21b73d8b9c5f6b8bf75929a4787b06,2025-01-21,Charlie Marsh,Extract extra-flattening routine from source tree resolver (#10820),,4,295,71,origin/renovate/swatinem-rust-cache-2.x
astral-sh/uv,4354c0c9b70fb05160c209b62ff0a80b8aa1a764,https://github.com/astral-sh/uv/commit/4354c0c9b70fb05160c209b62ff0a80b8aa1a764,2025-01-20,Charlie Marsh,Add fallback to build backend when `Requires-Dist` mismatches (#10797),,2,137,79,origin/renovate/swatinem-rust-cache-2.x
astral-sh/uv,833519d5d8eae36d8e563ebf60c3b475a5d99768,https://github.com/astral-sh/uv/commit/833519d5d8eae36d8e563ebf60c3b475a5d99768,2025-01-03,Charlie Marsh,Extract supported architectures from wheel tags (#10179),,4,409,108,origin/renovate/swatinem-rust-cache-2.x
astral-sh/uv,535ab69508d815b62f43f379cd49cb5be637cdda,https://github.com/astral-sh/uv/commit/535ab69508d815b62f43f379cd49cb5be637cdda,2024-12-10,Charlie Marsh,Don't fail with `--no-build` when static metadata is available (#9785),,2,123,16,origin/renovate/swatinem-rust-cache-2.x
astral-sh/uv,eb21e4bd256bf04a2dc86e52c647833da9b95fe4,https://github.com/astral-sh/uv/commit/eb21e4bd256bf04a2dc86e52c647833da9b95fe4,2024-12-10,Charlie Marsh,Retry on tar extraction errors (#9753),,1,9,44,origin/renovate/swatinem-rust-cache-2.x
astral-sh/uv,277e7f8dd0a96b810ab2cad88f35900338a134ed,https://github.com/astral-sh/uv/commit/277e7f8dd0a96b810ab2cad88f35900338a134ed,2024-11-13,Andrew Gallant,uv-resolver: support conflicting groups,,4,77,21,origin/renovate/swatinem-rust-cache-2.x
astral-sh/uv,bf79d985eef3151ee28256c72d09d474eaa104a1,https://github.com/astral-sh/uv/commit/bf79d985eef3151ee28256c72d09d474eaa104a1,2024-11-03,Charlie Marsh,Allow incompatible `requires-python` for source distributions with static metadata (#8768),,11,279,128,origin/renovate/swatinem-rust-cache-2.x
astral-sh/uv,f3264583ac059bd834064b80c11603447d4f2cda,https://github.com/astral-sh/uv/commit/f3264583ac059bd834064b80c11603447d4f2cda,2024-10-31,Charlie Marsh,Sanitize filenames during zip extraction (#8732),,3,71,3,origin/renovate/swatinem-rust-cache-2.x
